video_url,transcript_summary,misinfo_label,misinfo_reason,treatment_mentioned,is_aad_approved
https://www.tiktok.com/@dermarkologist/video/7450573191434603807,"I appreciate you wanting me to summarize that, but I need the actual transcript text to help you. You've only provided the phrase ""Don't believe me, just watch,"" which appears to be just a snippet or hook from the video rather than the full transcript.

Could you share the complete transcript so I can give you an accurate 1-2 sentence summary of the main skincare advice or claim?",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@drspf/video/7618735183180696863,"# Summary

The creator recommends switching to an all-natural skincare routine for a few weeks to treat hyperpigmentation, hormonal acne, acne scars, and dark circles, featuring DIY recipes like fermented rice water cleanser, oat-honey exfoliant, and turmeric-honey mask for their antibacterial and skin-brightening properties.",yes,"Promotes non-AAD treatment: honey mask, rice water","honey mask, rice water, turmeric",no
https://www.tiktok.com/@drjennyliu/video/7593367532900306189,"# Summary

The video demonstrates how to combine natural skincare ingredients—like fermented rice water and a homemade turmeric-honey-yogurt mask—with commercial products to brighten skin and remove makeup gently. The creator emphasizes that these natural remedies are effective for brightening, anti-aging, and makeup removal while maintaining a gentle skincare routine.",yes,"Promotes non-AAD treatment: yogurt, rice water","yogurt, rice water, turmeric",no
https://www.tiktok.com/@aamnaadel/video/7100580112386526469,"# Summary

This TikTok recommends five all-natural skincare essentials for beginners: homemade frozen aloe vera bars for morning cleansing, banana peel rubbing for moisturizing and exfoliating, face oils like rosehip or vitamin E for hydration, cucumber slices for reducing under-eye puffiness and dark circles, and bentonite clay masks for detoxification and treating acne or oily skin.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@natalie_oneillll/video/7613455183535738134,"# Summary

This video promotes a homemade skincare mask made from grated potato, tomato, grated soap, and their combined juice, claiming it can deliver visible results like reduced wrinkles, brighter skin, and minimized pores in just five days with daily use. The creator instructs viewers to apply the mixture for 20 minutes nightly and suggests storing it in the refrigerator for up to a week.",yes,"Promotes non-AAD treatment: potato, tomato","potato, tomato",no
https://www.tiktok.com/@celineglow/video/7570001945197284639,"# Summary

The video promotes Kaisel, a natural cleanser derived from tree bark that's traditionally used by Somali women, claiming its single ingredient provides antioxidants and vitamins to prevent acne, hyperpigmentation, and dark spots.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@zoe__barrett/video/7600291897545886996,"# Summary

A 42-year-old woman credits a combination of three natural oils—Lelena's Oil (castor oil, rosehip, and black seed), frankincense oil, and bakuchi oil—as her skincare routine that has improved wrinkles, hydration, puffiness, and hyperpigmentation without using any synthetic products.",yes,Promotes non-AAD treatment: castor oil,castor oil,no
https://www.tiktok.com/@drfelicechan/video/7484015688651214111,"# Summary

The video recommends a complete Korean skincare routine specifically for oily skin, featuring products like Skin Chon Sa cleanser, CosRX toner, Purito serum and moisturizer, Beauty of Joseon sunscreen, and Dear Klairs cleansing oil.",no,Recommends AAD-approved treatment only,sunscreen,yes
https://www.tiktok.com/@lumei.wellness/video/7607716940752178446,"# Summary

The video recommends a simple 2-step skincare routine for inflamed, painful acne-prone skin: using PDRN (a gentle treatment) followed by a ceramide cream to lock in moisture and protect the skin long-term. The creator emphasizes avoiding complex routines with actives like retinol and vitamin C, as simplicity is better for irritated skin.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@jelloskinbyava/video/7575671126051818807,"# Summary

The creator recommends three Korean pharmacy skincare products for different acne concerns: an acnone cream for inflamed pimples, a PDRN cream (Rejuve 5000) for irritation and firming, and hydroquinone creams for dark spots and hyperpigmentation—though she notes hydroquinone should only be used for three months maximum.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@zoe__barrett/video/7628550164956908820,"# Summary

The video recommends a Korean skincare routine for acne-prone skin, featuring specific products like Etude cleanser, Anua serum, Purito moisturizer and sunscreen, and Dear Klairs cleansing oil, while notably skipping toner as an unnecessary step.",no,Recommends AAD-approved treatment only,sunscreen,yes
https://www.tiktok.com/@its.chloeh/video/7598251568470723862,"I don't have enough text to summarize. The transcript you provided (""Tell me if you want it fig one my"") appears incomplete or unclear. Could you please share the full TikTok transcript so I can provide an accurate summary of the skincare/acne advice?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@thewellnessnotes3/video/7605824120265182494,"I can't summarize this as a skincare/acne video transcript, as the text appears to be Turkish song lyrics about relationships and falling from a balcony, not skincare advice. It seems there may be a mismatch between your description and the actual content provided.",not_acne_content,Video not related to acne treatment,none,na
https://www.tiktok.com/@theeightgatesllc/video/7550474002574101790,"I don't see any actual transcript content in your message - it only contains ""Uh, uh, uh, uh, uh,"" which appears to be filler sounds or background audio rather than the skincare advice from the video.

Could you please share the actual transcript text? That way I can provide an accurate summary of the main skincare claim or advice.",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@moonbow_skin/video/7561878668281269534,"# Summary

I don't have the actual video transcript to summarize—only a list of skincare-related keywords. To provide an accurate 1-2 sentence summary of the main advice or claim, I would need the actual spoken or written content from the TikTok video.

If you can share the transcript text, I'd be happy to summarize the key skincare advice!",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@aamnaadel/video/7591218293818658070,"I can't provide a summary of this content as it doesn't appear to be a skincare or acne-related TikTok transcript. The text contains rap/music lyrics rather than skincare advice. If you have an actual skincare video transcript you'd like summarized, I'd be happy to help with that.",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@lifewithmils/video/7582696342628191509,"# Summary

The creator credits Korean skincare masks—specifically a pearl brightening mask for hyperpigmentation and a collagen mask for calming—with dramatically clearing her severe acne and dark marks within two months, claiming these were the only changes she made to her routine.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@skincarewithshelbs/video/7628708766581542157,"# Summary

The creator emphasizes that authentic shea butter is the most crucial ingredient in African body care products, warning against fake versions and recommending real shea butter mixed with quality mango butter and oils for soft, effective skin care. They encourage viewers to source genuine butters from reputable companies and create their own whipped balm mixtures.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@anibaaaby/video/7463923740393491758,"# Summary

The video recommends West African natural soap made with cocoa powder, shea butter, and coconut oil for acne, dark spots, and anti-aging benefits, but cautions to use it only 2-3 times per week to avoid irritation and always follow with moisturizer and SPF.",yes,Promotes non-AAD treatment: coconut oil,coconut oil,no
https://www.tiktok.com/@brutechoi/video/7595603520494079246,"# Summary

The video claims three ancient African skincare secrets can achieve glass skin: drinking rooibos tea daily to reduce wrinkles, using Zeminia oil for moisturization, and consuming a soursop-based herbal cocktail to internally cleanse the gut and heal acne. The creator recommends purchasing organic soursop bitters specifically from Amazon for effectiveness.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@sunnyfromsunnybread/video/7627828230719851794,"# Summary

Raw African Shea Butter is a gentle, non-comedogenic moisturizer safe to use on both face and body, and when shopping for quality shea butter, you should look for an ivory color, creamy texture, and nutty smoky smell. The creator recommends purchasing from their shop, which sources directly from Nigerian producers.",no,Recommends AAD-approved treatment only,non-comedogenic moisturizer,yes
https://www.tiktok.com/@sunis.beauty.musings/video/7576580740243049759,"# Summary

The creator demonstrates a complete skincare routine using African-based products—including African Black Soap, a net sponge for exfoliation, sugar lip scrub, water-based cream, and raw shea butter—combined with consuming coconut water and fruit to cleanse the system from within, claiming this approach creates glowing skin and helps prevent acne.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@sydneyheinemann/video/7628764113128197389,"# Summary

The video promotes two African skincare remedies: a lime and baking soda paste applied to armpits as a natural detox and deodorant alternative, and aloe vera from plants used as a face mask for skincare benefits. The creator emphasizes these are traditional practices from their community in Kenya, with a caution to patch test due to potential skin sensitivities.",yes,Promotes non-AAD treatment: baking soda,baking soda,no
https://www.tiktok.com/@yohanaortizzz/video/7628311795790269727,"# Summary

This Ghanaian beauty brand, owned and operated by Black women, creates skincare products by blending traditional African ingredients like shea butter and moringa oil with modern scientific components such as hyaluronic acid, while prioritizing sustainability through eco-friendly packaging materials.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@summercooljinny/video/7628754312671415565,"# Summary

The creator received African black soap from Ghana as a gift and plans to cut it into squares for personal use, expressing enthusiasm about finally obtaining this product that they've been wanting for a long time.

*Note: This transcript doesn't contain specific acne/skincare advice or claims—it's primarily about unboxing and showing appreciation for a gift.*",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@cheetounicorns/video/7531606908491418935,"# Summary

A neuroscientist claims black seed oil has three main benefits: supporting weight loss, reducing inflammation markers linked to aging and disease, and improving skin appearance by providing a healthy glow and rejuvenating effects. He recommends choosing high-quality black seed oil based on its strong smell and rich taste.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@freegocosmetics/video/7374538836782632234,"# Summary

Taking black seed oil daily for 14 days provides multiple health benefits including improved blood sugar control, cardiovascular function, antimicrobial and antioxidant properties, reduced inflammation and histamines, and hormone balance, with thymolquinone being the key active compound responsible for these effects.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@chopideals/video/7553287046714887479,"# Summary

The video claims that using black seed oil daily for 14 days can provide multiple health benefits due to its active compound thymol, which offers antioxidant and anti-inflammatory properties that allegedly help with skin health, arthritis, blood sugar, blood pressure, asthma, and energy levels.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@dahlstedtgehret/video/7627431955428117791,"# Summary

The creator claims that black seed oil has improved their sleep quality and energy levels, and that a serum combining black seed oil and castor oil has significantly enhanced their skin quality over two months, with results continuing to improve with consistent use.",yes,"Promotes non-AAD treatment: castor oil, black seed oil","castor oil, black seed oil",no
https://www.tiktok.com/@asherbug1997/video/7622299571879726366,"# Summary

Black seed oil is promoted as an ancient remedy with powerful antioxidant and phytonutrient properties that can support cell function and address various health conditions, including skincare concerns. The video recommends trying this specific Turkish, cold-pressed, non-GMO version and sharing results.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@mishaxoxoxo/video/7495746709146946858,"# Summary

This video warns that black seed, despite being natural, carries significant health risks including potential blood clotting issues, effects on blood pressure and blood sugar, and dangerous interactions with medications—emphasizing the importance of consulting a doctor before use.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@_jordan2finee/video/7609640138825665823,"# Summary

The creator recommends drinking one teaspoon of raw black seed oil mixed with water daily, claiming it reduces body inflammation and can improve skin conditions like eczema and psoriasis due to its high thymoquinone content.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@eugene02121994/video/7254157463044230443,"# Summary

The creator promotes black seed oil as a nearly universal health remedy and provides instructions for making it at home by steeping black cumin seeds in olive oil for 4-6 weeks, claiming it offers numerous benefits including immune boosting, anti-inflammatory properties, and improvements to digestion, heart health, and more.",yes,Promotes non-AAD treatment: black seed oil,black seed oil,no
https://www.tiktok.com/@alice.love.u0/video/7614342513322757389,"# Summary

Neem is a versatile herb that can be used as a face mask to brighten skin and reduce hyperpigmentation, while also supporting internal health through its detoxifying, antioxidant, and immune-boosting properties when consumed in your diet.",yes,Promotes non-AAD treatment: neem,neem,no
https://www.tiktok.com/@xenootiktokdeals/video/7621289694155853087,"# Summary

The video suggests that crushing neem leaves and applying them to your face combined with rose water are the only two ingredients needed to treat acne.",yes,Promotes non-AAD treatment: neem,neem,no
https://www.tiktok.com/@yurileeeee/video/7258409107642666283,"I appreciate you sharing this, but I'm unable to summarize this as a skincare/acne video transcript. The text appears to be in Hindi/Punjabi but doesn't contain any coherent skincare advice or claims—it reads more like fragmented lyrics or poetic verse rather than instructional content about acne treatment.

Could you verify that this is the correct transcript? If you have a clearer version, I'd be happy to help summarize it.",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@imshannonwu/video/7450954203146505502,"# Summary

Neem steam is most beneficial for oily and acne-prone skin as it deeply cleanses pores and removes blackheads, while dry skin types should use it occasionally and sensitive skin conditions should avoid it entirely. After steaming, cool your skin for 10 minutes, rinse with water, and apply moisturizer or aloe vera gel to close pores and lock in hydration.",yes,Promotes non-AAD treatment: neem,neem,no
https://www.tiktok.com/@terreetaughtme/video/7601367725197348110,"I can't provide a summary of this text as an acne/skincare video transcript. The content appears to be in French and seems to be song lyrics or dialogue asking about someone's father, with no skincare or acne-related advice present. This doesn't match the description of a TikTok skincare video.",not_acne_content,Video not related to acne treatment,none,na
https://www.tiktok.com/@iloveremoo_/video/7627992716680383764,"# Summary

The creator advocates for neem oil as a multi-purpose skincare and wellness solution, claiming it has successfully cleared her hormonal acne and acne scars within 2-3 weeks of consistent use, while also highlighting its benefits for hair, scalp issues, eczema, psoriasis, anti-aging, and wound healing. She emphasizes that despite its strong sulfur smell, neem oil delivers visible results like a healthy glow and skin vitality when used regularly, both internally and externally.",partial,Mixes approved with non-approved: neem,neem,partial
https://www.tiktok.com/@dermangelo/video/7373310087445613866,"# Summary

The video claims that neem leaves offer six health benefits for men, including treating skin conditions like psoriasis and eczema, addressing scalp infections, aiding weight loss, treating hives, and reducing fever. The creator encourages viewers to comment if they want to learn about neem's benefits for women.",yes,Promotes non-AAD treatment: neem,neem,no
https://www.tiktok.com/@yurileeeee/video/7346270941162294570,"# Summary

This appears to be a promotional intro or hook rather than actual skincare advice. The transcript doesn't contain substantive skincare guidance—it's just a catchy phrase encouraging viewers to engage with skincare content and watch the channel grow.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@greta.cos/video/7416458310670437665,"# Summary

A board-certified dermatologist confirms that rice water is a safe, gentle ingredient that can help brighten skin, reduce inflammation, and fade dark spots, but recommends using it in commercial skincare products rather than homemade versions to avoid potential contamination from uncooked rice.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@charinecheungg/video/7374543502899776774,I'm unable to provide a summary of this transcript because it doesn't appear to contain skincare or acne-related advice. The text seems fragmented and doesn't discuss any specific skincare tips or claims. Could you double-check the transcript you've shared?,partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@bambidoesbeauty/video/7332202903932882208,"# Summary

The creator recommends using rice water as a skincare treatment in three ways: rinsing your face with it after cleansing with water in the morning, soaking cotton pads in it for a 10-minute mask at night, or using it as a facial spray. Rice water acts as an essence that can be incorporated into your skincare routine for improved skin health.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@casseymichel/video/7509988046901873966,"# Summary

The creator has been using rice water as a toner on their combination/hormonal acne-prone skin for nearly four months and reports significant improvements in skin texture, smoothness, and hydration. They apply it by soaking cotton pads and leaving it on the face without rinsing, storing the rice water in the fridge for 4-5 days, while noting that results are subjective and vary by individual skin type.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@mattrandon/video/7627182699924491542,"# Summary

The video promotes using rice water as a free Korean skincare hack to brighten and calm skin—made by rinsing rice three times, then using the water to wash your face or apply with a cotton pad like a toner. Rice water allegedly contains vitamins and minerals that help reduce irritation and create a clearer, glowing complexion.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@glowwkailin/video/7285900764671790378,"# Summary

Rice water can be a gentle, inexpensive skincare ingredient with antioxidant and anti-inflammatory benefits, but its effectiveness depends on the rice type and application method, and it's best used as a serum or toner rather than daily. Before using it, be aware that it has a starchy feel and distinct smell.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@hannah.josephin/video/7598213547717348611,"# Summary

The creator demonstrates a simple two-ingredient rice water face mask made by blending cooked rice with rice water, claiming it reduces signs of aging, absorbs excess oil, and makes skin glow. They present it as an essential Korean skincare technique that can be used as frequently as desired.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@elizabethkayeturner/video/7623860290995637526,"# Summary

A 47-year-old mom recommends ditching expensive toners and making homemade fermented rice water instead by rinsing rice, soaking it in water, letting it ferment for 1-7 days at room temperature, and refrigerating it for skincare use.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@ashleecrumpton0/video/7472083332965092630,"# Summary

The video promotes making homemade rice water as a cheap alternative to commercial skincare products by soaking washed rice in water and transferring it to a spray bottle for use as a facial mist. This DIY method allows you to save money while getting a natural, cooling skincare solution perfect for summer.",yes,Promotes non-AAD treatment: rice water,rice water,no
https://www.tiktok.com/@tias.mua/video/7628724174994869526,"# Summary

The creator shares a simple DIY multi-purpose balm recipe using calendula, chamomile, sweet almond oil, and beeswax that can be used as both a hand balm and gentle makeup remover. The infusion process takes about two hours, yields four small tins, and the finished product lasts about two months with proper storage.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@elizabethkayeturner/video/7628297889302777110,"# Summary

Hibiscus is promoted as a natural ""Botox plant"" that benefits skin both internally (as a tea rich in antioxidants) and topically through its ability to soothe inflammation, hydrate, promote collagen production, and speed acne healing due to its vitamin A and C content.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@reginebenavidez/video/7267483891953372421,"# Summary

The video recommends three herbs for treating dry skin: mallow for soothing irritation, calendula to support skin repair, and marshmallow root to help retain moisture in the skin.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@emchickmakeup/video/7521808298367388950,"# Summary

Moringa is promoted as a superior ingredient to turmeric for treating hyperpigmentation and dark spots, while also providing hydration, reducing wrinkles, boosting collagen, and delivering vitamin C benefits in a multi-purpose bar suitable for the entire body.",yes,Promotes non-AAD treatment: turmeric,turmeric,no
https://www.tiktok.com/@ranavat/video/7289464839041223966,"# Summary

The creator shares a three-ingredient herbal rose face mask (rose petals, yogurt, and honey) that combines anti-inflammatory and exfoliating properties to calm skin, gently remove dead skin cells, and hydrate. Each ingredient works synergistically—roses reduce inflammation, yogurt gently exfoliates, and honey moisturizes.",yes,Promotes non-AAD treatment: yogurt,yogurt,no
https://www.tiktok.com/@shakti_ayurveda/video/7250954087884180779,"# Summary

The video claims that natural ingredients help brighten and clear skin, with the creator expressing their preference for nature-based skincare solutions.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@askayurveda/video/7619700727098658080,"# Summary

Turmeric contains curcumin, which has antibacterial and anti-inflammatory properties that can help with acne and dark spots, though users should be cautious of potential yellow staining and allergic reactions.",yes,Promotes non-AAD treatment: turmeric,turmeric,no
https://www.tiktok.com/@dimplejangdaofficial/video/7565314595989032214,"I don't see a skincare or acne-related transcript in the text you provided. The content appears to be song lyrics about praising leaders and music, with no skincare advice or claims. Could you please share the correct TikTok transcript you'd like summarized?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@askayurveda/video/7566542790851677472,"# Summary

A turmeric face mask is presented as an effective remedy for hyperpigmentation and uneven skin tone, with three application methods (using kasturi turmeric, yogurt, or green clay) to minimize yellowing and staining. The creator's preferred method combines turmeric powder, green clay (which also exfoliates), and manuka honey, applied for 10 minutes.",yes,"Promotes non-AAD treatment: yogurt, turmeric","yogurt, turmeric",no
https://www.tiktok.com/@itskoppen/video/7160775909245504811,"# Summary

The creator claims that using a turmeric and yogurt face mask nightly for five days significantly cleared their acne and improved their skin appearance. The video shows a visible progression of clearer skin over the five-day period as evidence of the mask's effectiveness.",yes,"Promotes non-AAD treatment: yogurt, turmeric","yogurt, turmeric",no
https://www.tiktok.com/@ranavat/video/7272221918541909278,"# Summary

Turmeric contains beneficial compounds (curcumin) with proven antioxidant and anti-inflammatory properties that can help treat acne and hyperpigmentation, but it must be properly extracted and formulated into a cream to be effective and avoid skin yellowing—raw turmeric powder is inconsistent and oral consumption has poor absorption.",yes,Promotes non-AAD treatment: turmeric,turmeric,no
https://www.tiktok.com/@theblushingdoc/video/7617898254264585494,"# Summary

The video recommends a DIY face mask made of honey, turmeric, and yogurt to achieve glowing skin by reducing acne, inflammation, and dark spots through their antibacterial, antioxidant, and exfoliating properties. Apply the mixture to clean, damp skin and leave it on for 20 minutes before washing off.",yes,"Promotes non-AAD treatment: yogurt, turmeric","yogurt, turmeric",no
https://www.tiktok.com/@kirtitewani/video/7231606532281011498,"# Summary

The creator recommends making turmeric water from fresh turmeric root rather than synthetic powder to avoid breakouts and digestive issues, arguing that pure turmeric—boiled, strained, and consumed daily—is more effective for reducing inflammation, bloating, and IBS symptoms.",yes,Promotes non-AAD treatment: turmeric,turmeric,no
https://www.tiktok.com/@ranavat/video/7316493793350405407,"# Summary

A creator recommends a two-ingredient face mask made of turmeric and honey to reduce acne scars, dark spots, and hyperpigmentation, claiming turmeric brightens skin tone and both ingredients reduce inflammation and have healing properties. She warns that turmeric stains skin and nails, requiring an exfoliating tool to remove and toner afterward.",yes,Promotes non-AAD treatment: turmeric,turmeric,no
https://www.tiktok.com/@mariia_white/video/6970547631701511430,"# Summary

A dermatologist advocates for normalizing acne and skin conditions by highlighting that 80% of adolescents and up to 30% of women in their 30s experience acne, emphasizing that breakouts are a normal part of life and people shouldn't be judged for having them. The message calls for society to stop stigmatizing visible acne and skin imperfections in public spaces.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@glowjournalmamata/video/7626610116795632916,I can't summarize this transcript as skincare advice because it doesn't contain any actual skincare or acne-related information. The text appears to be a rap/music snippet unrelated to skincare.,not_acne_content,Video not related to acne treatment,none,na
https://www.tiktok.com/@lynnekikie/video/7539484295040208134,"I don't have enough information to summarize this as skincare advice. This appears to be a fragment of dialogue that seems complimentary in nature, but it lacks any actual skincare guidance or claims about acne treatment. A complete transcript would be needed to accurately summarize the video's main message.",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@drmadalyn/video/7583799617372884279,"I don't see a skincare or acne-related transcript in your message. The text you've provided (""Her love's a ring for a touch The way she looks"") appears to be song lyrics or unrelated content rather than a TikTok skincare video transcript. 

Could you please share the actual skincare/acne video transcript you'd like me to summarize?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@glowjournalmamata/video/7525736387698560264,"# Summary

The creator argues that acne on attractive people actually makes them *more* attractive, suggesting that shared struggles with acne create a relatable connection and that many people find acne appealing rather than off-putting.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@kayleigh_christina/video/7620943312366619917,"# Summary

The video promotes a viral Multani Mitti (Fuller's Earth) face pack from Gulf countries that claims to make skin shinier and glowing after just two applications, using ingredients like fuller's earth, lemon juice, rose water, and holy water soaked for 2-3 hours before application.",yes,Promotes non-AAD treatment: lemon juice,lemon juice,no
https://www.tiktok.com/@balancedbyliv/video/7408630862880836894,"# Summary

Multani Mitti is a traditional Indian clay mask that fights acne and oiliness but is inconvenient to use, so Zela's Sky Jelly Serum offers a more portable alternative with similar benefits through modern skincare ingredients.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@jujubenne/video/7320210781855878407,"# Summary

The video promotes a magical face mask that claims to brighten complexion, remove excess oil, dirt, and impurities, resulting in a natural glow.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@soramichellee/video/7436632787538431274,"I'm unable to summarize this content as the text provided doesn't appear to be a coherent transcript in any recognizable language. It seems to be either corrupted, randomly generated characters, or not properly transcribed. 

To help you effectively, could you please provide a clear, readable transcript of the TikTok video?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@alexisdimaya/video/7592702431914396958,"I appreciate you sharing this, but this transcript appears to be song lyrics or poetry in Hindi/Urdu rather than a skincare or acne advice video. It doesn't contain any skincare tips or claims. Could you please verify if this is the correct transcript, or share the actual skincare video content you'd like summarized?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@drjennyliu/video/7566998575574453517,"# Summary

The creator claims that using a homemade Multani mitti (Fuller's earth) body wash for just three days dramatically brightens and glows the entire body skin. The DIY recipe combines crushed alum, soaked Multani mitti, lemon juice, yogurt, coffee powder, and a piece of soap, which is then blended and massaged all over the body as a brightening treatment.",yes,"Promotes non-AAD treatment: lemon juice, yogurt","lemon juice, yogurt",no
https://www.tiktok.com/@kbeautybestsellers/video/7542894168239115527,"# Summary

The creator recommends using a Multani Mitti (Fuller's Earth) face mask mixed with milk, applied for 10 minutes, to help reduce hyperpigmentation, brighten skin, and treat acne, while advising to do a patch test first.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@likeskin/video/7208915494454299910,"# Summary

This video is a tutorial on how to prepare Multani Mitti (Indian clay) into a dippable paste by soaking it in water for 2 hours, then mixing it with white cement and additional water to achieve the desired consistency for application.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@milktea.meg/video/7213891209922710830,"I don't have a transcript to summarize. You mentioned this is from a TikTok acne/skincare video, but only included the phrase ""Remember you're beautifully human."" 

Could you please share the full transcript so I can provide an accurate summary of the main skincare advice or claim?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@kellybellyy02/video/7527759014478859528,"I don't have enough context from this single Spanish phrase to summarize skincare advice. The text translates roughly to ""You forget about me and I can even harm you if I decide to,"" which sounds like personification of a skincare product or concern, but the full video transcript is needed to provide an accurate summary of the main claim or advice.

Could you provide the complete transcript?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@mia291958/video/7571209213720972599,"# Summary

This TikTok highlights how misleading before-and-after photos can be by showing the same face under different lighting and angles, suggesting that skincare results may appear more dramatic than they actually are due to photography tricks.",no,Progress/transformation content without treatment claim,none,na
https://www.tiktok.com/@byfeliciaip/video/7628653488020393247,"# Summary

The creator, who built their TikTok following by sharing their acne journey, opens up about feeling insecure during a breakout and experiencing guilt despite knowing it's not their fault. They reaffirm their commitment to showing unfiltered, unedited skin on their platform to normalize acne and help followers feel comfortable with their own skin.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@jaimesskin/video/7374840329847016746,"I don't see skincare or acne advice in this transcript. This appears to be a personal or emotional statement about a relationship, not a skincare video. Could you double-check if you've shared the correct transcript?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@jaimesskin/video/7604919531236019470,I don't see a skincare or acne-related transcript in your message. The text you provided appears to be song lyrics or unrelated content. Could you share the actual TikTok video transcript you'd like me to summarize?,not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@yourmategingerkate/video/7326970137607687457,"# Summary

The video advises that ""maskne"" can be prevented by keeping masks clean, avoiding makeup under masks, and establishing a nighttime skincare routine using antibacterial cleansers (benzoyl peroxide or salicylic acid) followed by a retinoid to keep pores clear and bacteria-free.",no,Recommends AAD-approved treatment only,"salicylic acid, benzoyl peroxide",yes
https://www.tiktok.com/@emselement/video/7381928724301761834,"# Summary

A dermatologist explains that mask acne requires special treatment because common acne topicals (like benzoyl peroxide and tretinoin) become overly irritating under masks, and the trapped moisture and bacteria need targeted solutions—recommending hypochlorous acid sprays as an effective, non-irritating alternative to antibiotics.",no,Recommends AAD-approved treatment only,"tretinoin, benzoyl peroxide",yes
https://www.tiktok.com/@jaimesskin/video/7594162464544050446,"# Summary

The creator recommends using hypochlorous acid spray as the most effective solution for maskne, applying it before putting on a mask and throughout the day to reduce bacteria, inflammation, and irritation caused by the occlusive mask environment.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@healthlybite/video/7598972778716368150,This appears to be song lyrics rather than a skincare or acne advice video transcript. There is no skincare information or claim present in the provided text.,not_acne_content,Video not related to acne treatment,none,na
